,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2014-11-21 19:47:00,T0450A,T0451,T0459,T0458,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 19:48:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 19:49:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 19:50:00,T0450A,T0458,T0459,T0451,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 19:51:00,T0450A,T0458,T0459,T0451,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 19:52:00,T0450A,T0459,T0458,T0451,T0451A,T0460,T0453,X0451B,T0452A,X0451A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 19:53:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,X0451B,T0452A,X0451A,P0455,X0451C,X0451F,X0451E,X0451D
2014-11-21 19:54:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,X0451B,T0452A,X0451A,P0455,X0451C,X0451F,X0451E,X0451D
2014-11-21 19:55:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 19:56:00,T0450A,T0459,T0458,T0451,T0451A,T0460,T0453,X0451B,T0452A,X0451A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 19:57:00,T0450A,T0459,T0458,T0451,T0451A,T0460,T0453,X0451B,T0452A,X0451A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 19:58:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,P0455,X0451C,X0451F,X0451E,X0451D
2014-11-21 19:59:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,P0455,X0451C,X0451F,X0451E,X0451D
2014-11-21 20:00:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451D,X0451F
2014-11-21 20:01:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451D,X0451F
2014-11-21 20:02:00,T0451A,T0451,T0460,T0453,P0455,X0451B,X0451F,T0452A,T0450A,T0459,X0451A,X0451C,X0451E,X0451D,T0458
2014-11-21 20:03:00,T0451A,T0451,T0460,T0453,P0455,X0451B,X0451F,T0452A,T0450A,T0459,X0451A,X0451C,X0451E,X0451D,T0458
2014-11-21 20:04:00,T0451A,T0451,T0460,T0453,P0455,X0451B,X0451F,T0452A,T0450A,T0459,X0451A,X0451C,X0451E,X0451D,T0458
2014-11-21 20:05:00,T0451,T0451A,T0460,T0450A,T0459,T0458,T0452A,P0455,T0453,X0451F,X0451B,X0451C,X0451A,X0451E,X0451D
2014-11-21 20:06:00,T0450A,T0459,T0458,T0451A,T0453,T0460,X0451B,T0452A,T0451,X0451A,X0451C,X0451F,X0451D,P0455,X0451E
2014-11-21 20:07:00,T0450A,T0459,T0458,T0451A,T0453,T0460,X0451B,T0452A,T0451,X0451A,X0451C,X0451F,X0451D,P0455,X0451E
2014-11-21 20:08:00,T0450A,T0459,T0458,T0451A,T0453,T0460,X0451B,T0452A,X0451A,T0451,X0451C,X0451F,X0451D,P0455,X0451E
2014-11-21 20:09:00,T0450A,T0451A,T0459,T0458,T0453,T0460,X0451B,T0452A,X0451A,T0451,X0451F,X0451C,X0451D,X0451E,P0455
2014-11-21 20:10:00,T0450A,T0459,T0458,T0451A,T0453,T0460,X0451B,T0452A,T0451,X0451A,X0451C,X0451F,X0451D,P0455,X0451E
2014-11-21 20:11:00,T0451A,T0451,T0459,T0458,T0450A,T0453,X0451B,T0460,X0451A,X0451F,T0452A,P0455,X0451C,X0451D,X0451E
2014-11-21 20:12:00,T0459,T0450A,T0458,T0451A,T0453,T0452A,T0460,X0451B,T0451,X0451A,X0451C,P0455,X0451D,X0451F,X0451E
2014-11-21 20:13:00,T0459,T0450A,T0458,T0451A,T0453,T0452A,T0460,X0451B,T0451,X0451A,X0451C,P0455,X0451D,X0451F,X0451E
2014-11-21 20:14:00,T0459,T0450A,T0458,T0451A,T0453,T0460,T0451,T0452A,X0451B,X0451A,P0455,X0451C,X0451D,X0451E,X0451F
2014-11-21 20:15:00,T0459,T0450A,T0458,T0451A,T0453,T0460,T0451,T0452A,X0451B,X0451A,P0455,X0451C,X0451D,X0451E,X0451F
2014-11-21 20:16:00,T0450A,T0459,T0458,T0451A,T0453,T0460,T0451,X0451B,T0452A,X0451A,X0451C,X0451F,X0451D,X0451E,P0455
2014-11-21 20:17:00,T0450A,T0459,T0458,T0451A,T0453,T0460,T0451,X0451B,T0452A,X0451A,X0451C,X0451F,X0451D,X0451E,P0455
2014-11-21 20:18:00,T0459,T0458,T0451A,T0451,T0452A,T0460,P0455,X0451B,X0451F,T0453,T0450A,X0451D,X0451C,X0451E,X0451A
2014-11-21 20:19:00,T0459,T0458,T0451A,T0451,T0452A,T0460,P0455,X0451B,X0451F,T0453,T0450A,X0451D,X0451C,X0451E,X0451A
2014-11-21 20:20:00,T0459,T0458,T0451A,T0451,T0452A,T0460,T0450A,T0453,P0455,X0451F,X0451B,X0451D,X0451C,X0451A,X0451E
2014-11-21 20:21:00,T0459,T0458,T0451A,T0451,T0452A,T0460,P0455,T0453,X0451B,X0451F,X0451D,X0451C,X0451E,T0450A,X0451A
2014-11-21 20:22:00,T0459,T0458,T0451A,T0451,T0452A,T0460,P0455,T0453,X0451B,X0451F,X0451D,X0451C,X0451E,X0451A,T0450A
2014-11-21 20:23:00,T0459,T0458,T0451A,T0451,T0452A,T0460,P0455,T0453,X0451B,X0451F,X0451D,X0451C,X0451E,X0451A,T0450A
2014-11-21 20:24:00,T0459,T0451A,T0458,T0451,T0452A,T0460,T0453,T0450A,P0455,X0451F,X0451B,X0451C,X0451D,X0451A,X0451E
2014-11-21 20:25:00,T0459,T0451A,T0458,T0451,T0452A,T0460,T0453,T0450A,P0455,X0451F,X0451B,X0451C,X0451D,X0451A,X0451E
2014-11-21 20:26:00,T0459,T0458,T0451A,T0451,T0452A,T0460,P0455,T0453,X0451B,X0451F,X0451D,X0451C,T0450A,X0451E,X0451A
2014-11-21 20:27:00,T0451A,T0451,T0459,T0458,T0460,T0452A,T0450A,P0455,T0453,X0451F,X0451C,X0451A,X0451B,X0451D,X0451E
2014-11-21 20:28:00,T0451A,T0451,T0459,T0458,T0460,T0452A,T0450A,P0455,T0453,X0451F,X0451C,X0451A,X0451B,X0451D,X0451E
2014-11-21 20:29:00,T0451,T0451A,T0459,T0458,T0450A,T0460,T0452A,P0455,X0451F,T0453,X0451B,X0451C,X0451E,X0451D,X0451A
2014-11-21 20:30:00,T0451A,T0451,T0459,T0458,T0460,T0452A,T0450A,P0455,T0453,X0451F,X0451C,X0451B,X0451A,X0451D,X0451E
2014-11-21 20:31:00,T0451A,T0451,T0459,T0458,T0460,T0452A,T0450A,P0455,T0453,X0451F,X0451C,X0451B,X0451A,X0451D,X0451E
2014-11-21 20:32:00,T0451A,T0451,T0459,T0458,T0460,T0452A,T0450A,P0455,T0453,X0451F,X0451C,X0451B,X0451A,X0451D,X0451E
2014-11-21 20:33:00,T0451,T0451A,T0459,T0458,T0460,T0450A,T0452A,P0455,X0451F,T0453,X0451B,X0451C,X0451E,X0451D,X0451A
2014-11-21 20:34:00,T0451,T0451A,T0459,T0458,T0460,T0450A,T0452A,P0455,X0451F,T0453,X0451B,X0451C,X0451E,X0451D,X0451A
2014-11-21 20:35:00,T0451,T0451A,T0459,T0458,T0460,T0450A,T0452A,P0455,X0451F,T0453,X0451B,X0451C,X0451E,X0451D,X0451A
2014-11-21 20:36:00,T0451,T0451A,T0459,T0458,T0460,T0450A,T0452A,P0455,X0451F,T0453,X0451B,X0451C,X0451E,X0451D,X0451A
2014-11-21 20:37:00,T0451,T0451A,T0459,T0458,T0460,T0450A,T0452A,P0455,X0451F,T0453,X0451B,X0451C,X0451E,X0451D,X0451A
2014-11-21 20:38:00,T0451,T0451A,T0459,T0458,T0460,T0450A,T0452A,P0455,X0451F,T0453,X0451B,X0451C,X0451E,X0451D,X0451A
2014-11-21 20:39:00,T0451A,T0451,T0459,T0458,T0460,T0450A,T0452A,P0455,X0451F,T0453,X0451B,X0451C,X0451D,X0451E,X0451A
2014-11-21 20:40:00,T0451A,T0451,T0459,T0458,T0460,T0450A,T0452A,P0455,X0451F,T0453,X0451B,X0451C,X0451D,X0451E,X0451A
2014-11-21 20:41:00,T0451,T0451A,T0459,T0458,T0460,T0450A,T0452A,P0455,X0451F,T0453,X0451B,X0451C,X0451E,X0451D,X0451A
2014-11-21 20:42:00,T0451,T0451A,T0459,T0458,T0460,T0450A,T0452A,P0455,X0451F,T0453,X0451B,X0451C,X0451E,X0451D,X0451A
2014-11-21 20:43:00,T0451,T0451A,T0459,T0458,T0460,T0450A,T0452A,P0455,X0451F,T0453,X0451B,X0451C,X0451D,X0451E,X0451A
2014-11-21 20:44:00,T0451A,T0451,T0459,T0458,T0460,T0450A,T0452A,P0455,X0451F,T0453,X0451C,X0451B,X0451E,X0451D,X0451A
2014-11-21 20:45:00,T0451A,T0451,T0459,T0458,T0460,T0450A,T0452A,P0455,X0451F,T0453,X0451C,X0451B,X0451E,X0451D,X0451A
2014-11-21 20:46:00,T0451,T0451A,T0459,T0458,T0460,T0450A,T0452A,P0455,X0451F,T0453,X0451B,X0451C,X0451D,X0451E,X0451A
2014-11-21 20:47:00,T0451,T0451A,T0459,T0458,T0460,T0450A,T0452A,P0455,X0451F,T0453,X0451B,X0451C,X0451D,X0451E,X0451A
2014-11-21 20:48:00,T0451,T0451A,T0459,T0458,T0450A,T0460,T0452A,P0455,X0451F,T0453,X0451B,X0451C,X0451E,X0451D,X0451A
2014-11-21 20:49:00,T0459,T0458,T0451A,T0451,T0452A,T0460,P0455,X0451B,T0453,X0451F,X0451D,X0451C,T0450A,X0451E,X0451A
2014-11-21 20:50:00,T0459,T0458,T0451A,T0451,T0452A,T0460,P0455,X0451B,T0453,X0451F,X0451D,X0451C,T0450A,X0451E,X0451A
2014-11-21 20:51:00,T0459,T0458,T0451A,T0451,T0450A,T0452A,T0460,T0453,P0455,X0451F,X0451B,X0451D,X0451C,X0451A,X0451E
2014-11-21 20:52:00,T0459,T0458,T0451A,T0451,T0450A,T0452A,T0460,T0453,P0455,X0451F,X0451B,X0451D,X0451C,X0451A,X0451E
2014-11-21 20:53:00,T0459,T0458,T0451A,T0451,T0452A,T0450A,T0460,T0453,P0455,X0451F,X0451B,X0451D,X0451C,X0451A,X0451E
2014-11-21 20:54:00,T0459,T0458,T0451A,T0451,T0452A,T0450A,T0460,T0453,P0455,X0451F,X0451B,X0451D,X0451C,X0451A,X0451E
2014-11-21 20:55:00,T0459,T0458,T0451A,T0451,T0452A,T0450A,T0460,T0453,P0455,X0451F,X0451B,X0451D,X0451C,X0451A,X0451E
2014-11-21 20:56:00,T0459,T0458,T0451A,T0451,T0450A,T0452A,T0460,T0453,P0455,X0451F,X0451B,X0451D,X0451C,X0451A,X0451E
2014-11-21 20:57:00,T0459,T0458,T0451A,T0451,T0450A,T0452A,T0460,T0453,P0455,X0451F,X0451B,X0451D,X0451C,X0451A,X0451E
2014-11-21 20:58:00,T0451,T0451A,T0459,T0458,T0450A,T0460,T0452A,P0455,X0451F,T0453,X0451C,X0451E,X0451A,X0451B,X0451D
2014-11-21 20:59:00,T0451,T0451A,T0459,T0458,T0450A,T0460,T0452A,P0455,X0451F,T0453,X0451C,X0451E,X0451A,X0451B,X0451D
2014-11-21 21:00:00,T0450A,T0451A,T0458,T0459,T0453,T0460,X0451B,X0451A,X0451F,T0451,T0452A,X0451C,P0455,X0451D,X0451E
2014-11-21 21:01:00,T0451A,T0459,T0458,T0451,T0450A,T0452A,T0460,T0453,P0455,X0451F,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:02:00,T0451A,T0459,T0458,T0451,T0450A,T0452A,T0460,T0453,P0455,X0451F,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:03:00,T0451A,T0459,T0458,T0450A,T0451,T0452A,T0453,T0460,P0455,X0451F,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:04:00,T0451A,T0459,T0458,T0450A,T0451,T0452A,T0453,T0460,P0455,X0451F,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:05:00,T0451A,T0459,T0450A,T0458,T0451,T0453,T0452A,T0460,P0455,X0451F,X0451A,X0451C,X0451D,X0451B,X0451E
2014-11-21 21:06:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,X0451F,P0455,X0451A,X0451B,X0451C,X0451D,T0460,X0451E
2014-11-21 21:07:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,X0451F,P0455,X0451A,X0451B,X0451C,X0451D,T0460,X0451E
2014-11-21 21:08:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,X0451F,P0455,X0451A,X0451B,X0451C,X0451D,T0460,X0451E
2014-11-21 21:09:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,X0451F,P0455,X0451A,X0451C,X0451B,X0451D,T0460,X0451E
2014-11-21 21:10:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,X0451F,P0455,X0451A,X0451B,X0451C,X0451D,X0451E,T0460
2014-11-21 21:11:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,X0451F,P0455,X0451A,X0451B,X0451C,X0451D,T0460,X0451E
2014-11-21 21:12:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,X0451F,P0455,X0451A,X0451B,X0451C,X0451D,T0460,X0451E
2014-11-21 21:13:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,X0451F,P0455,X0451A,X0451B,X0451C,X0451D,X0451E,T0460
2014-11-21 21:14:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,X0451F,P0455,X0451A,X0451B,X0451C,X0451D,X0451E,T0460
2014-11-21 21:15:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,X0451F,P0455,X0451A,X0451C,X0451B,T0460,X0451D,X0451E
2014-11-21 21:16:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,X0451F,P0455,X0451A,X0451C,X0451B,T0460,X0451D,X0451E
2014-11-21 21:17:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:18:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:19:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,T0460,P0455,X0451F,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:20:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,T0460,P0455,X0451F,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:21:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,T0460,P0455,X0451F,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:22:00,T0451A,T0450A,T0451,T0459,T0458,T0453,T0452A,T0460,X0451F,P0455,X0451A,X0451B,X0451C,X0451D,X0451E
2014-11-21 21:23:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,T0460,P0455,X0451F,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:24:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,T0460,P0455,X0451F,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:25:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,T0460,P0455,X0451F,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:26:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,T0460,X0451F,P0455,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:27:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,T0460,X0451F,P0455,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:28:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,T0460,P0455,X0451F,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:29:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,T0460,P0455,X0451F,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:30:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,T0460,P0455,X0451F,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:31:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,T0460,P0455,X0451F,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:32:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,T0460,P0455,X0451F,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:33:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,T0460,P0455,X0451F,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:34:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:35:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:36:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:37:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:38:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:39:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:40:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:41:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,X0451A,T0460,X0451B,X0451C,X0451D,X0451E
2014-11-21 21:42:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,X0451A,T0460,X0451B,X0451C,X0451D,X0451E
2014-11-21 21:43:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:44:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:45:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:46:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:47:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:48:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,X0451A,T0460,X0451B,X0451C,X0451D,X0451E
2014-11-21 21:49:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,X0451A,T0460,X0451B,X0451C,X0451D,X0451E
2014-11-21 21:50:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:51:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:52:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:53:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:54:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:55:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:56:00,T0451A,T0450A,T0459,T0458,T0451,T0453,T0452A,X0451F,P0455,X0451A,T0460,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:57:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:58:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 21:59:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:00:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:01:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:02:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:03:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:04:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:05:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:06:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,X0451A,T0460,X0451B,X0451C,X0451D,X0451E
2014-11-21 22:07:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,X0451A,T0460,X0451B,X0451C,X0451D,X0451E
2014-11-21 22:08:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:09:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:10:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:11:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:12:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:13:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:14:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:15:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451B,X0451C,X0451D,X0451E
2014-11-21 22:16:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451B,X0451C,X0451D,X0451E
2014-11-21 22:17:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:18:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451B,X0451C,X0451D,X0451E
2014-11-21 22:19:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451B,X0451C,X0451D,X0451E
2014-11-21 22:20:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:21:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:22:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:23:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451B,X0451C,X0451D,X0451E
2014-11-21 22:24:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451B,X0451C,X0451D,X0451E
2014-11-21 22:25:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:26:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:27:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:28:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:29:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:30:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:31:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:32:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:33:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451B,X0451C,X0451D,X0451E
2014-11-21 22:34:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451B,X0451C,X0451D,X0451E
2014-11-21 22:35:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
2014-11-21 22:36:00,T0451A,T0450A,T0459,T0451,T0458,T0453,T0452A,X0451F,P0455,T0460,X0451A,X0451C,X0451B,X0451D,X0451E
